,category,strain,effect_1,effect_2,effect_3,effect_4,effect_5,medical_1,medical_2,medical_3,medical_4,medical_5,negative_1,negative_2,negative_3,negative_4,negative_5,flavor_1,flavor_2,flavor_3,review_total,parent_1,parent_2,parent_3,parent_4,parent_5,parent_6,parent_7
2729,hybrid,special sauce, relaxed, happy, euphoric, uplifted, creative , depression, stress, inflammation, insomnia, pain , paranoid ,,,,, 1. sweet, 2. earthy, 3. flowery ,7.0,n,n,n,n,n,n,n
2730,hybrid,spicy disco, focused, relaxed, talkative ,,, eye pressure ,,,,,,,,,, 1. citrus, 2. earthy, 3. spicy/herbal ,1.0,og kush,jack herer,n,n,n,n,n
2731,hybrid,spiked punch, relaxed, euphoric, creative, focused, happy ,,,,,, dry mouth, headache ,,,, 1. grape, 2. mango, 3. sweet ,4.0,purple punch,larry og,n,n,n,n,n
2732,hybrid,spirit of 76, relaxed, euphoric, uplifted, happy, creative , pain, depression, stress, fatigue, inflammation , dry mouth, dizzy, anxious, dry eyes ,, 1. flowery, 2. earthy, 3. pine ,30.0,n,n,n,n,n,n,n
2733,indica,spoetnik 1, euphoric, focused, relaxed, uplifted, creative , depression, insomnia, eye pressure, fatigue, headaches , dry mouth, paranoid, dizzy, dry eyes ,, 1. pine, 2. sage, 3. woody ,5.0,n,n,n,n,n,n,n
2734,hybrid,spumoni, happy, relaxed, sleepy, uplifted ,,,,,,,,,,,, 1. sweet ,,,1.0,do-si-dos,sherbert,n,n,n,n,n
2735,sativa,sputnik, happy, uplifted, relaxed, energetic, focused , depression, stress, pain, muscle spasms, headaches , dry mouth, dry eyes, anxious, dizzy, headache , 1. flowery, 2. sweet, 3. tea ,19.0,apollo 13,black russian,n,n,n,n,n
2736,hybrid,spyder mon, creative, focused, happy, uplifted, energetic , depression, headaches, insomnia, muscle spasms, pain ,,,,,, 1. citrus, 2. earthy, 3. flowery ,,super skunk,charlottes web,n,n,n,n,n
2737,hybrid,star 47, happy, euphoric, giggly, relaxed, sleepy , depression, insomnia, lack of appetite, nausea, stress , dizzy ,,,,, 1. earthy, 2. berry, 3. citrus ,3.0,sensi star,ak-47,n,n,n,n,n
2738,indica,star killer, relaxed, happy, euphoric, sleepy, uplifted , stress, insomnia, depression, pain, inflammation , dry mouth, dry eyes, dizzy, anxious, paranoid , 1. earthy, 2. citrus, 3. sweet ,234.0,mazar x blueberry og,n,n,n,n,n,n
2740,indica,star master kush, relaxed, hungry, happy, tingly, euphoric , stress, depression, insomnia, pain, lack of appetite , dry mouth, dry eyes ,,,, 1. pungent, 2. earthy, 3. citrus ,19.0,sensi star,master kush,medicine man,platinum kush,n,n,n
2742,hybrid,star pupil, relaxed, focused, hungry, uplifted, euphoric , stress, depression, pain, insomnia, headaches , dry mouth ,,,,, 1. skunk, 2. lime, 3. pine ,12.0,thai,afghani,n,n,n,n,n
2744,hybrid,star tonic, focused, happy, relaxed, creative, sleepy , stress, pain, depression, inflammation, headaches , dry eyes, dry mouth ,,,, 1. woody, 2. earthy, 3. lavender ,36.0,death star,cannatonic,n,n,n,n,n
2746,indica,starbud, relaxed, happy, euphoric, sleepy, uplifted , insomnia, stress, depression, fatigue, pain , dry mouth, dry eyes, anxious, dizzy, headache , 1. menthol, 2. earthy, 3. chemical ,57.0,n,n,n,n,n,n,n
2748,hybrid,stardawg, happy, relaxed, euphoric, uplifted, creative , stress, depression, pain, lack of appetite, headaches , dry mouth, dry eyes, anxious, dizzy, paranoid , 1. earthy, 2. diesel, 3. pine ,493.0,chemdog 4,tres dawg,n,n,n,n,n
2750,indica,stardawg 91, relaxed, sleepy, uplifted, euphoric, aroused , depression, insomnia, stress ,,,,,,,, 1. diesel, 2. chemical, 3. chestnut ,,stardawg,chemdog 91,n,n,n,n,n
2752,sativa,stardawg guava, happy, relaxed, euphoric, uplifted, creative , stress, depression, pain, insomnia, headaches , dry mouth, dry eyes, anxious, paranoid, dizzy , 1. tropical, 2. flowery, 3. pungent ,51.0,chemdawg 4,n,n,n,n,n,n
2753,hybrid,starfighter, happy, euphoric, giggly, uplifted, hungry , stress, pain, insomnia, depression, headaches , dry mouth, anxious, paranoid, dizzy, dry eyes , 1. sweet, 2. citrus, 3. flowery ,52.0,tahoe alien,lemon alien dawg,n,n,n,n,n
2754,hybrid,starman, aroused, creative, energetic, euphoric, focused , depression ,,,,, dry mouth ,,,,, 1. spicy/herbal ,,,1.0,n,n,n,n,n,n,n
2755,hybrid,starry night, uplifted, euphoric, focused, energetic, relaxed , depression, stress, lack of appetite, pain, fatigue , dry mouth, dry eyes ,,,, 1. tropical, 2. pungent, 3. cheese ,21.0,n,n,n,n,n,n,n
2756,hybrid,stashsquatch,,,,,,,,,,,,,,,,,,,,gsc,true og,n,n,n,n,n
2757,sativa,stella blue, happy, uplifted, energetic, relaxed, hungry , fatigue, stress, pain, muscle spasms, depression , headache, dry mouth, dry eyes, paranoid ,, 1. blueberry, 2. pungent, 3. pine ,24.0,blueberry,n,n,n,n,n,n
2758,indica,stephen hawking kush, relaxed, happy, sleepy, euphoric, focused , pain, insomnia, stress, fatigue, inflammation , dry mouth, dry eyes, dizzy, headache, paranoid , 1. earthy, 2. woody, 3. mint ,53.0,harle-tsu,sin city kush,n,n,n,n,n
2759,hybrid,stevie wonder, uplifted, focused, relaxed, hungry, sleepy , pain, depression, stress, lack of appetite, insomnia , dry mouth, dry eyes, headache ,,, 1. earthy, 2. pine, 3. flowery ,22.0,trainwreck,sensi star,bubba kush,blueberry,n,n,n
2760,hybrid,stinky pete, giggly, happy, relaxed, sleepy, tingly , pain, depression, headaches, insomnia, nausea , dry mouth, anxious ,,,, 1. earthy, 2. pungent, 3. woody ,5.0,og kush,vortex,n,n,n,n,n
2761,hybrid,stoopid fruits, creative, energetic, euphoric ,,,,,,,,,,,,,,,,2.0,n,n,n,n,n,n,n
2762,sativa,straight as haze, euphoric, happy, creative, uplifted, energetic , stress, depression, headaches, cramps, pain , dry mouth, headache, paranoid ,,, 1. sweet, 2. pungent, 3. citrus ,,delahaze,n,n,n,n,n,n
2763,hybrid,strange brew,,,,,,,,,,,,,,,,,,,,sweet skunk,snow lotus,n,n,n,n,n
2764,sativa,strawberry, happy, uplifted, creative, energetic, relaxed , pain, depression, stress, cramps, muscle spasms , dry eyes, dry mouth, dizzy, headache, paranoid , 1. strawberry, 2. berry, 3. sweet ,172.0,n,n,n,n,n,n,n
2765,hybrid,strawberry alien kush, relaxed, focused ,,,, depression, insomnia, stress ,,,,,,,, 1. strawberry, 2. citrus, 3. earthy ,2.0,strawberry cough,alien kush,n,n,n,n,n
2766,sativa,strawberry amnesia, relaxed, giggly, happy, aroused, euphoric , stress, depression, headaches, insomnia, fatigue , dry mouth, dry eyes, dizzy, anxious, headache , 1. strawberry, 2. flowery, 3. sweet ,47.0,strawberry cough,amnesia,n,n,n,n,n
2767,hybrid,strawberry banana, relaxed, happy, euphoric, uplifted, sleepy , stress, depression, pain, insomnia, headaches , dry mouth, dry eyes, anxious, dizzy, paranoid , 1. strawberry, 2. sweet, 3. berry ,429.0,banana kush,bubble gum,n,n,n,n,n
2768,sativa,strawberry blonde, energetic, focused, uplifted, euphoric, happy , stress, depression, fatigue, pain, lack of appetite , dry mouth ,,,,, 1. lemon, 2. flowery, 3. strawberry ,14.0,super lemon haze,n,n,n,n,n,n
2769,hybrid,strawberry blondie, euphoric, relaxed, uplifted, happy, energetic , stress, inflammation, lack of appetite, insomnia, pain , anxious, dry eyes, paranoid, dry mouth ,, 1. strawberry, 2. sweet, 3. tropical ,27.0,strawberry banana,banana og,n,n,n,n,n
2770,sativa,strawberry blue, happy, energetic, uplifted, relaxed, euphoric , stress, depression, pain, nausea, muscle spasms , dry mouth, dry eyes, dizzy, headache ,, 1. berry, 2. sweet, 3. tropical ,54.0,strawberry,n,n,n,n,n,n
2771,indica,strawberry cheesecake, relaxed, happy, euphoric, uplifted, sleepy , stress, pain, depression, lack of appetite, insomnia , dry mouth, dry eyes, paranoid, headache, dizzy , 1. strawberry, 2. sweet, 3. cheese ,151.0,white widow,cheese,chronic,n,n,n,n
2772,sativa,strawberry cough, happy, uplifted, euphoric, energetic, relaxed , stress, depression, pain, fatigue, lack of appetite , dry mouth, dry eyes, dizzy, paranoid, anxious , 1. strawberry, 2. sweet, 3. berry ,2254.0,n,n,n,n,n,n,n
2773,hybrid,strawberry diesel, happy, relaxed, euphoric, uplifted, energetic , depression, stress, pain, insomnia, lack of appetite , dry mouth, dizzy, dry eyes, paranoid, headache , 1. diesel, 2. strawberry, 3. sweet ,288.0,nyc diesel,strawberry cough,n,n,n,n,n
2774,hybrid,strawberry dream, hungry, happy, euphoric, relaxed, uplifted , stress, depression, nausea, inflammation, fatigue , dry mouth, dry eyes, dizzy, anxious, paranoid , 1. sweet, 2. strawberry, 3. berry ,64.0,n,n,n,n,n,n,n
2775,sativa,strawberry durban diesel, focused, euphoric, uplifted, happy, hungry , depression, stress, fatigue ,,,,,,,, 1. strawberry, 2. diesel, 3. sweet ,6.0,strawberry cough,durban poison,n,n,n,n,n
2776,indica,strawberry fields, relaxed, happy, euphoric, hungry, sleepy , insomnia, stress, headaches, pain, lack of appetite , paranoid, dry mouth, dry eyes, anxious, headache , 1. strawberry, 2. sweet, 3. berry ,146.0,strawberry cough,n,n,n,n,n,n
2777,indica,strawberry frost, hungry, uplifted, euphoric, tingly, relaxed , stress, depression, lack of appetite, pain, fatigue , dry mouth, headache ,,,, 1. sweet, 2. strawberry, 3. vanilla ,8.0,strawberry cough,deep chunk,space queen,n,n,n,n
2778,sativa,strawberry ice, happy, talkative, focused, uplifted, euphoric , stress, lack of appetite, fatigue, pain, depression , dry mouth, dry eyes, paranoid, dizzy, anxious , 1. strawberry, 2. sweet, 3. earthy ,64.0,n,n,n,n,n,n,n
2779,hybrid,strawberry kush, happy, relaxed, uplifted, euphoric, sleepy , stress, depression, lack of appetite, inflammation, pain , dry mouth, dry eyes, paranoid, anxious, dizzy , 1. strawberry, 2. sweet, 3. earthy ,391.0,strawberry cough,og kush,n,n,n,n,n
2780,sativa,strawberry lemonade, relaxed, uplifted, euphoric, happy, focused , stress, depression, pain, fatigue, headaches , dry mouth, dry eyes, anxious, dizzy, paranoid , 1. lemon, 2. strawberry, 3. rose ,183.0,strawberry cough,lemon og kush,n,n,n,n,n
2781,sativa,strawberry lemonade, relaxed, uplifted, euphoric, happy, focused , stress, depression, pain, fatigue, headaches , dry mouth, dry eyes, anxious, dizzy, paranoid , 1. lemon, 2. strawberry, 3. rose ,,strawberry cough,lemon og kush,n,n,n,n,n
2782,hybrid,strawberry milkshake, relaxed, happy, uplifted, aroused, tingly , stress, depression, headaches, insomnia, pain , headache, dry eyes ,,,, 1. strawberry, 2. sweet, 3. berry ,14.0,white fire alien og,n,n,n,n,n,n
2783,hybrid,strawberry og, happy, euphoric, hungry, relaxed, giggly , stress, inflammation, eye pressure, cramps, depression , dry mouth, dizzy, dry eyes, anxious, paranoid , 1. strawberry, 2. diesel, 3. flowery ,46.0,bruce banner,sfv og,n,n,n,n,n
2784,sativa,strawberry satori, uplifted, creative, relaxed, happy, focused , stress, depression, fatigue, pain, insomnia , paranoid, anxious, dry mouth ,,, 1. strawberry, 2. sweet, 3. grape ,25.0,strawberry cough,satori,n,n,n,n,n
2785,indica,strawberry shortcake, relaxed, creative, happy, euphoric, focused , insomnia, lack of appetite, pain, stress, nausea , dry eyes, dry mouth, anxious ,,, 1. strawberry, 2. sweet, 3. flowery ,28.0,the white,n,n,n,n,n,n
2786,hybrid,strawberry snow cone, happy, euphoric, energetic, uplifted, talkative , stress, depression, pain, headaches, inflammation ,,,,,, 1. strawberry, 2. diesel, 3. pungent ,5.0,n,n,n,n,n,n,n
2787,hybrid,strawberry sorbet,,,,,,,,,,,,,,,,,,,,n,n,n,n,n,n,n
2788,sativa,sublime, happy, uplifted, euphoric, energetic, relaxed , stress, lack of appetite, nausea, pain, fatigue , dry mouth, dry eyes, anxious, headache ,, 1. spicy/herbal, 2. woody, 3. pine ,23.0,n,n,n,n,n,n,n
2789,indica,sugar black rose, relaxed, happy, euphoric, uplifted, sleepy , stress, pain, depression, headaches, insomnia , dry mouth, dry eyes, dizzy, headache, anxious , 1. earthy, 2. flowery, 3. rose ,224.0,black domina,critical mass,n,n,n,n,n
2790,hybrid,sugar breath,,,,,,,,,,,,,,,,,,,1.0,do-si-dos,ogkb,n,n,n,n,n
2791,hybrid,sugar calyx,,,,,,,,,,,,,,,,,,,,dutch treat,grape calyx,n,n,n,n,n
2793,hybrid,sugar cookie, relaxed, sleepy, happy, euphoric, uplifted , lack of appetite, nausea, headaches, pain, stress , dry eyes, dry mouth, dizzy, anxious, headache , 1. vanilla, 2. sweet, 3. skunk ,208.0,blue hawaiian,sensi star,crystal gayle,n,n,n,n
2795,indica,sugar kush, relaxed, euphoric, talkative, sleepy, happy , stress, depression, nausea, insomnia, eye pressure , dizzy, dry mouth, dry eyes, anxious, paranoid , 1. sweet, 2. earthy, 3. woody ,69.0,n,n,n,n,n,n,n
2797,indica,sugar mama, relaxed, euphoric, happy, uplifted, tingly , stress, depression, pain, insomnia, headaches , dry eyes, dry mouth, anxious ,,, 1. sweet, 2. grapefruit, 3. pungent ,21.0,big bud,blueberry,n,n,n,n,n
2799,hybrid,sugar pine, focused, uplifted, energetic, euphoric, relaxed , inflammation, pain, depression, muscle spasms ,,,,,,, 1. citrus, 2. pine, 3. sweet ,3.0,afghani,skunk no 1,n,n,n,n,n
2801,sativa,sugar plum, relaxed, happy, tingly, uplifted, euphoric , stress, depression, insomnia, pain, fatigue , dry mouth, dry eyes, anxious, dizzy, headache , 1. berry, 2. earthy, 3. sweet ,50.0,n,n,n,n,n,n,n
2803,hybrid,sugar punch, creative, hungry, relaxed, uplifted, happy , stress, depression, pain, fatigue, eye pressure , dry mouth, dry eyes, headache, anxious, paranoid , 1. lemon, 2. sweet, 3. berry ,25.0,super silver haze,the one,n,n,n,n,n
2805,hybrid,sugar shack, happy, sleepy, relaxed, uplifted, euphoric , stress, insomnia, pain, inflammation, depression , dry mouth, dry eyes, dizzy, paranoid ,, 1. sweet, 2. pine, 3. woody ,108.0,n,n,n,n,n,n,n
2806,hybrid,suicide girl, uplifted, euphoric, talkative, relaxed, tingly , depression, eye pressure, fatigue, muscle spasms, nausea , dizzy, dry eyes, dry mouth, headache, paranoid , 1. violet, 2. citrus, 3. sweet ,,og poison,platinum gsc,n,n,n,n,n
2807,hybrid,summer breeze, euphoric, uplifted, relaxed, creative, happy , depression, stress, pain, lack of appetite, fatigue , dry mouth ,,,,, 1. flowery, 2. citrus, 3. diesel ,7.0,n,n,n,n,n,n,n
2808,sativa,summertime squeeze, happy, uplifted, energetic, creative, aroused , fatigue ,,,,, dry eyes, dry mouth, paranoid ,,, 1. earthy, 2. tea, 3. flowery ,,n,n,n,n,n,n,n
2809,sativa,sumo grande, focused, creative, energetic, talkative, happy , depression, fatigue, lack of appetite, stress ,, dry mouth ,,,,, 1. citrus, 2. pine, 3. sweet ,7.0,hong kong,n,n,n,n,n,n
2810,sativa,sun ra, happy, energetic, euphoric, uplifted, creative , stress, fatigue, insomnia, lack of appetite ,, dry mouth ,,,,, 1. tropical, 2. orange, 3. citrus ,8.0,sunburn,rebel god smoke,n,n,n,n,n
2811,sativa,sunburn, happy, uplifted, energetic, euphoric, talkative , depression, stress, pain, fatigue, inflammation , anxious, paranoid, dry mouth, dry eyes, headache , 1. citrus, 2. lemon, 3. sweet ,41.0,island sweet skunk,rug burn og,n,n,n,n,n
2812,hybrid,sundae driver, happy, relaxed, uplifted, euphoric, creative , pain, depression, stress, headaches, insomnia , dry mouth, dry eyes, paranoid, anxious ,, 1. berry, 2. diesel, 3. grape ,61.0,fpog,n,n,n,n,n,n
2813,hybrid,sunlight skunk,,,,,,,,,,,,,,,,,,,,skunk no 1,n,n,n,n,n,n
2814,hybrid,sunny d, relaxed, happy, focused, hungry, uplifted , lack of appetite, depression, stress, headaches, insomnia , dry eyes, dry mouth, anxious, dizzy, paranoid , 1. citrus, 2. orange, 3. lemon ,10.0,tangie,n,n,n,n,n,n
2815,indica,sunset, relaxed, sleepy, tingly, happy, euphoric , stress, insomnia, pain, depression, fatigue , dry mouth, dry eyes, paranoid, dizzy, headache , 1. spicy/herbal, 2. earthy, 3. pungent ,34.0,n,n,n,n,n,n,n
2816,hybrid,sunset fire,,,,,,,,,,,,,,,,,,,,n,n,n,n,n,n,n
2817,hybrid,sunset haze, uplifted, relaxed, happy, euphoric, creative , pain, stress, depression, inflammation, insomnia , dry mouth, dry eyes ,,,, 1. citrus, 2. flowery, 3. sweet ,11.0,tangerine haze,n,n,n,n,n,n
2818,sativa,sunshine, happy, euphoric, energetic, uplifted, giggly , depression, stress, pain, headaches, lack of appetite , dry mouth, dry eyes, dizzy, anxious, headache , 1. sweet, 2. tree fruit, 3. citrus ,69.0,n,n,n,n,n,n,n
2819,hybrid,sunshine 4, uplifted, euphoric, relaxed, happy, talkative , inflammation, stress, pain, depression, muscle spasms , dry mouth, dry eyes, anxious, paranoid ,, 1. citrus, 2. lemon, 3. tropical ,55.0,sunshine daydream,chemdawg 4,n,n,n,n,n
2820,indica,sunshine daydream, relaxed, happy, euphoric, uplifted, tingly , fatigue, pain, eye pressure, insomnia, stress , dry mouth, dry eyes, anxious, dizzy, headache , 1. earthy, 2. berry, 3. sweet ,86.0,appalachia,bubba kush,blue moonshine,n,n,n,n
2821,sativa,supa don, creative, energetic, focused, uplifted, happy , fatigue, depression, headaches, insomnia, stress , dry mouth, dry eyes, paranoid ,,, 1. apricot, 2. flowery, 3. spicy/herbal ,,trainwreck,dj short blueberry,n,n,n,n,n
2822,hybrid,super blue dream, energetic, happy, euphoric, focused, uplifted , stress, depression, pain, lack of appetite, fatigue , dry eyes, dry mouth, dizzy, paranoid, anxious , 1. tea, 2. pineapple, 3. berry ,233.0,super silver haze,blue dream,n,n,n,n,n
2823,indica,super bud, giggly, aroused, tingly, happy, hungry , depression, fatigue, nausea, insomnia, lack of appetite , dry mouth, dry eyes, anxious, dizzy, paranoid , 1. citrus, 2. flowery, 3. chemical ,18.0,big bud,skunk 1,n,n,n,n,n
2824,sativa,super cat piss, euphoric, happy, uplifted, energetic, giggly , stress, depression, insomnia, nausea ,, dry mouth, dry eyes, paranoid ,,, 1. coffee, 2. lemon ,,11.0,n,n,n,n,n,n,n
2825,indica,super cheese, euphoric, relaxed, hungry, happy, tingly , muscle spasms, lack of appetite, eye pressure, pain, insomnia , dry mouth, dizzy, anxious, paranoid ,, 1. woody, 2. cheese, 3. earthy ,37.0,cheese,exodus cheese,n,n,n,n,n
2826,sativa,super g, creative, energetic, happy, tingly, uplifted ,,,,,, dizzy, dry eyes, dry mouth, paranoid ,, 1. earthy, 2. pine, 3. pungent ,7.0,g13,super silver haze,n,n,n,n,n
2827,hybrid,super glu, relaxed, sleepy, hungry, uplifted, euphoric , stress, fatigue, lack of appetite, nausea, pain , dry mouth, paranoid, dry eyes ,,, 1. earthy, 2. coffee, 3. diesel ,8.0,original glue,n,n,n,n,n,n
2828,sativa,super green crack, happy, uplifted, euphoric, giggly, talkative , depression, fatigue, pain, stress, inflammation , dry mouth, headache, anxious, paranoid, dizzy , 1. citrus, 2. earthy, 3. apple ,107.0,super silver haze,green crack,n,n,n,n,n
2829,sativa,super jack, happy, focused, energetic, creative, uplifted , stress, depression, fatigue, pain, lack of appetite , dry eyes, dry mouth, anxious, dizzy, paranoid , 1. earthy, 2. sweet, 3. pungent ,193.0,super silver haze,jack herer,n,n,n,n,n
2830,indica,super kush, relaxed, uplifted, focused, happy, euphoric , stress, pain, depression, insomnia, lack of appetite , dry mouth, dry eyes, paranoid, dizzy, headache , 1. earthy, 2. mint, 3. pungent ,83.0,northern lights 5,hindu kush,n,n,n,n,n
2831,sativa,super lemon haze, happy, energetic, uplifted, euphoric, focused , stress, depression, fatigue, pain, headaches , dry mouth, dry eyes, paranoid, dizzy, anxious , 1. lemon, 2. citrus, 3. sweet ,1939.0,lemon skunk,super silver haze,n,n,n,n,n
2832,hybrid,super lemon og, happy, talkative, relaxed, focused, sleepy , pain, muscle spasms, depression, inflammation, fatigue , dry mouth, dry eyes, dizzy, anxious, headache , 1. lemon, 2. citrus, 3. diesel ,71.0,super lemon haze,n,n,n,n,n,n
2833,hybrid,super silver bullet,,,,,,,,,,,,,,,,,,,1.0,red rhino,n,n,n,n,n,n
2834,hybrid,super silver hash plant, energetic, happy, uplifted ,,,,,,,,,,,,, 1. earthy, 2. sweet ,,1.0,super silver haze,n,n,n,n,n,n
2835,sativa,super silver haze, happy, uplifted, energetic, euphoric, relaxed , stress, depression, pain, fatigue, lack of appetite , dry mouth, dry eyes, anxious, paranoid, dizzy , 1. citrus, 2. earthy, 3. sweet ,1988.0,northern lights,haze,skunk no 1,n,n,n,n
