,0
0,840
1,92-og
2,afghani-krush
3,afghani-krush
4,afrikaner
5,agharta
6,alion
7,alion
8,alpha-cow
9,ambrosia
10,angelica
11,animal-blues
12,animal-mint
13,apricot-jelly
14,argvana-heat
