,0
0,840
1,92-og
2,afghani-krush
3,afghani-krush
4,afrikaner
5,agharta
6,als-dream
7,alion
8,alley-cat-kush
9,alion
10,alley-cat-kush
11,alpha-cow
12,ambrosia
13,amnesia-ganja-haze
14,angelica
15,animal-blues
16,animal-mint
17,animal-sherbert
18,apollo-haze
19,appalachian-power
20,apollo-haze
21,appalachian-power
22,apricot-jelly
23,argvana-heat
