,0
0,3rd-coast-panama-chunk
1,541-kush
2,840
3,92-og
4,afghani-krush
5,afghani-krush
6,afrikaner
7,agharta
8,als-dream
9,alaska-thunder-grape
10,alion
11,allen-iverson-og
12,alley-cat-kush
13,alion
14,allen-iverson-og
15,alley-cat-kush
16,aloha-grape-stomper
17,alpha-cow
18,ambrosia
19,american-pie
20,angelica
21,animal-blues
22,animal-gas
23,animal-mint
24,appalachian-power
25,appalachian-power
26,apricot-jelly
27,arctic-sun
28,argvana-heat
29,aspen-og
